"numID","posiSelf","posiOther","dEvSelf","dEvOther","aEvSelf","aEvOther","alphaPrec","genLR","repLR","wp0","wAttr","mem","LL","LP","AIC","BIC","eaS1neg","eaS1pos","eaSneg","eaSneu","eaSpos","eaO1neg","eaO1pos","eaOneg","eaOneu","eaOpos","midS1neg","midS1pos","midSneg","midSneu","midSpos","midO1neg","midO1pos","midOneg","midOneu","midOpos","ltS1neg","ltS1pos","ltSneg","ltSneu","ltSpos","ltO1neg","ltO1pos","ltOneg","ltOneu","ltOpos"
660001.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.095238,5.238095,3.142857,4.714286,NaN,3.952381,4.571429,NaN,5.095238,5.095238,3.000000,5.583333,1.583333,4.000000,NaN,2.000000,4.333333,NaN,3.000000,5.722222,2.333333,6.000000,1.142857,3.952381,NaN,2.000000,5.000000,NaN,3.000000,5.047619
660002.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.571429,5.619048,4.238095,5.809524,NaN,4.619048,4.571429,NaN,5.476190,5.857143,3.416667,5.861111,1.916667,4.666667,NaN,2.083333,4.666667,NaN,3.472222,5.555556,3.000000,6.000000,1.333333,4.000000,NaN,2.000000,5.000000,NaN,3.571429,5.000000
