"numID","posiSelf","posiOther","dEvSelf","dEvOther","aEvSelf","aEvOther","alphaPrec","genLR","repLR","wp0","wAttr","mem","LL","LP","AIC","BIC","eaS1neg","eaS1pos","eaSneg","eaSneu","eaSpos","eaO1neg","eaO1pos","eaOneg","eaOneu","eaOpos","midS1neg","midS1pos","midSneg","midSneu","midSpos","midO1neg","midO1pos","midOneg","midOneu","midOpos","ltS1neg","ltS1pos","ltSneg","ltSneu","ltSpos","ltO1neg","ltO1pos","ltOneg","ltOneu","ltOpos"
20230710144949304.000000,1.108198,-0.472951,-2.562500,-2.562500,0.693147,0.693147,-0.500000,-2.197225,-5.000000,1.625000,6.000000,6.910000,-229.255955,-223.507579,472.511911,481.172988,5.333333,4.285714,NaN,NaN,5.000000,2.857143,5.000000,NaN,NaN,4.904762,1.888889,5.027778,NaN,NaN,5.555556,2.444444,4.666667,NaN,NaN,3.666667,1.857143,5.000000,NaN,NaN,5.095238,1.523810,5.238095,NaN,NaN,3.761905
20230710144952200.000000,-0.074926,0.425074,3.500000,3.500000,0.693147,0.693147,-1.250000,-2.197225,4.000000,-1.300000,6.000000,6.910000,-262.797077,-257.717762,539.594154,548.255231,3.761905,3.809524,NaN,NaN,4.714286,3.238095,3.142857,NaN,3.333333,NaN,2.500000,4.500000,NaN,NaN,3.527778,3.944444,4.138889,NaN,3.861111,NaN,3.714286,4.619048,NaN,NaN,3.333333,2.476190,4.095238,NaN,2.714286,NaN
20230710145018496.000000,2.538693,1.359129,2.500000,2.500000,0.693147,0.693147,-2.000000,-2.197225,-5.000000,6.200000,9.500000,6.910000,-275.412864,-270.089642,564.825729,573.486806,5.857143,1.952381,NaN,4.952381,4.619048,4.238095,5.809524,NaN,NaN,NaN,5.333333,1.305556,NaN,4.527778,5.000000,5.083333,5.972222,NaN,NaN,NaN,6.000000,1.428571,NaN,4.666667,4.476190,5.238095,5.952381,NaN,NaN,NaN
20230710145048676.000000,0.231641,3.379168,-5.750000,-5.750000,0.693147,0.693147,-1.000000,-2.197225,1.000000,-1.450000,23.500000,6.910000,-243.208676,-238.222037,500.417353,509.078430,2.761905,4.285714,NaN,3.857143,NaN,3.380952,2.666667,NaN,NaN,5.142857,1.972222,4.555556,NaN,3.166667,NaN,1.666667,4.888889,NaN,NaN,4.916667,2.380952,5.523810,NaN,4.142857,NaN,2.380952,5.380952,NaN,NaN,5.380952
20230710145108892.000000,1.143564,0.071782,3.000000,3.000000,0.693147,0.693147,-0.500000,-2.197225,-3.687500,1.700000,9.500000,6.910000,-231.633994,-226.299417,477.267988,485.929065,3.428571,3.904762,NaN,5.047619,NaN,5.238095,3.428571,NaN,NaN,5.142857,2.694444,5.333333,NaN,4.861111,NaN,2.083333,4.138889,NaN,NaN,5.083333,2.619048,5.285714,NaN,5.142857,NaN,2.428571,4.571429,NaN,NaN,5.333333
20230710145119800.000000,0.397977,0.279595,3.000000,3.000000,0.693147,0.693147,-0.250000,-2.197225,1.500000,-1.300000,6.000000,6.910000,-220.186176,-214.734623,454.372351,463.033429,3.047619,3.904762,NaN,5.380952,4.761905,2.857143,4.809524,NaN,NaN,NaN,1.972222,3.944444,NaN,2.777778,5.250000,2.361111,4.027778,NaN,NaN,NaN,1.619048,4.476190,NaN,2.000000,5.095238,2.047619,4.095238,NaN,NaN,NaN
20230710145152104.000000,-0.387501,0.741666,2.750000,2.750000,0.693147,0.693147,-2.000000,-2.197225,4.000000,-1.900000,6.000000,6.910000,-279.810468,-274.297382,573.620935,582.282012,4.952381,4.095238,NaN,3.904762,NaN,3.047619,3.714286,NaN,2.809524,NaN,4.027778,3.750000,NaN,3.722222,NaN,3.083333,3.500000,NaN,3.972222,NaN,3.285714,5.000000,NaN,3.000000,NaN,2.571429,3.714286,NaN,2.142857,NaN
20230710145200908.000000,-2.438392,2.056348,0.312500,0.312500,0.693147,0.693147,-1.250000,-2.197225,-2.000000,-7.000000,32.687500,6.910000,-264.301643,-259.979795,542.603287,551.264364,2.238095,3.047619,NaN,2.809524,NaN,1.000000,4.904762,NaN,NaN,5.000000,2.194444,2.083333,NaN,2.722222,NaN,1.222222,5.333333,NaN,NaN,3.944444,1.523810,2.000000,NaN,1.285714,NaN,1.952381,4.523810,NaN,NaN,5.142857
20230710145201352.000000,1.568311,0.540987,1.250000,1.250000,0.693147,0.693147,-0.500000,-2.197225,5.750000,-0.375000,6.000000,6.910000,-238.466194,-232.710718,490.932389,499.593466,4.190476,4.476190,NaN,NaN,NaN,3.952381,4.095238,NaN,4.857143,4.571429,2.555556,3.444444,NaN,NaN,NaN,2.250000,5.000000,NaN,2.111111,5.083333,2.714286,4.761905,NaN,NaN,NaN,2.285714,4.142857,NaN,4.571429,5.095238
20230710145210440.000000,8.491594,0.807923,3.062500,3.062500,0.693147,0.693147,-1.000000,-2.197225,6.000000,1.700000,6.000000,6.910000,-251.431199,-246.132638,516.862398,525.523475,5.095238,3.380952,NaN,NaN,NaN,4.095238,4.428571,NaN,5.571429,5.000000,2.666667,4.000000,NaN,NaN,NaN,3.166667,4.027778,NaN,3.055556,4.722222,3.047619,4.666667,NaN,NaN,NaN,3.619048,4.619048,NaN,3.428571,4.904762
2023071014521863.000000,0.360078,0.890409,3.000000,3.000000,0.693147,0.693147,-1.250000,-2.197225,-4.000000,-2.200000,6.000000,6.910000,-261.123208,-255.713114,536.246416,544.907493,3.523810,3.714286,NaN,NaN,4.142857,4.047619,2.714286,NaN,NaN,4.000000,2.666667,4.111111,NaN,NaN,3.916667,3.111111,4.055556,NaN,NaN,3.527778,2.190476,3.904762,NaN,NaN,4.190476,3.095238,3.904762,NaN,NaN,3.095238
2023071014523166.000000,-0.068570,0.552384,4.000000,4.000000,0.693147,0.693147,-0.500000,-2.197225,0.187500,-1.000000,17.375000,6.910000,-241.925617,-237.984262,497.851234,506.512311,3.619048,3.333333,NaN,NaN,3.714286,2.857143,3.666667,NaN,NaN,3.714286,3.166667,3.583333,NaN,NaN,3.916667,3.027778,3.944444,NaN,NaN,5.277778,3.142857,3.428571,NaN,NaN,4.190476,3.523810,3.571429,NaN,NaN,4.238095
2023071014523878.000000,0.483332,-0.258334,3.000000,3.000000,0.693147,0.693147,-0.750000,-2.197225,1.000000,1.700000,6.000000,6.910000,-247.506244,-242.059111,509.012488,517.673565,2.761905,4.142857,NaN,4.619048,NaN,3.190476,4.095238,NaN,4.666667,NaN,3.333333,4.888889,NaN,3.388889,NaN,2.777778,4.472222,NaN,3.305556,NaN,2.476190,4.095238,NaN,3.285714,NaN,3.571429,3.952381,NaN,2.857143,NaN
20230710145254376.000000,0.039105,1.309122,-3.187500,-3.187500,0.693147,0.693147,-0.500000,-2.197225,-4.000000,1.400000,7.750000,6.910000,-224.864587,-219.154876,463.729175,472.390252,3.761905,3.904762,NaN,4.857143,NaN,2.952381,4.666667,NaN,NaN,5.428571,1.916667,4.916667,NaN,3.722222,NaN,1.333333,4.416667,NaN,NaN,5.638889,1.571429,5.095238,NaN,5.619048,NaN,1.904762,4.238095,NaN,NaN,5.047619
20230710145255320.000000,-0.716617,0.133531,-3.250000,-3.250000,0.693147,0.693147,-1.750000,-2.197225,5.750000,3.500000,7.750000,6.910000,-275.593441,-269.951488,565.186881,573.847958,3.714286,4.142857,NaN,4.571429,NaN,3.428571,3.714286,NaN,3.761905,NaN,2.888889,5.666667,NaN,3.250000,NaN,2.027778,5.138889,NaN,4.166667,NaN,3.476190,5.571429,NaN,3.428571,NaN,3.571429,5.000000,NaN,4.761905,NaN
20230710145317608.000000,-0.224998,0.033336,3.500000,3.500000,0.693147,0.693147,-1.250000,-2.197225,-2.750000,-0.275000,6.000000,6.910000,-267.234593,-262.136452,548.469186,557.130263,5.000000,3.142857,NaN,NaN,2.904762,2.190476,3.714286,NaN,4.000000,NaN,4.055556,4.361111,NaN,NaN,3.527778,2.583333,3.861111,NaN,3.416667,NaN,4.857143,3.809524,NaN,NaN,4.428571,2.666667,4.333333,NaN,4.333333,NaN
20230710145323904.000000,0.050587,-1.449413,0.875000,0.875000,0.693147,0.693147,-1.000000,-2.197225,-3.875000,0.200000,5.562500,6.910000,-253.321707,-247.526389,520.643414,529.304492,4.952381,3.476190,NaN,NaN,NaN,2.761905,2.904762,NaN,4.000000,3.809524,2.916667,4.583333,NaN,NaN,NaN,1.138889,4.416667,NaN,3.555556,4.000000,4.809524,4.952381,NaN,NaN,NaN,2.333333,4.285714,NaN,3.333333,3.571429
20230710145329344.000000,-0.500838,-0.450252,-5.750000,-5.750000,0.693147,0.693147,-0.125000,-2.197225,-6.500000,-0.925000,23.062500,6.910000,-211.063708,-206.073732,436.127417,444.788494,2.904762,2.380952,NaN,NaN,NaN,2.047619,2.285714,NaN,3.047619,5.476190,2.944444,5.055556,NaN,NaN,NaN,1.000000,3.638889,NaN,3.250000,5.666667,1.714286,5.047619,NaN,NaN,NaN,1.000000,4.523810,NaN,3.428571,5.095238
20230710145332944.000000,1.116434,0.587325,1.812500,1.812500,0.693147,0.693147,-1.250000,-2.197225,5.000000,3.500000,6.000000,6.910000,-252.458656,-246.793304,518.917311,527.578389,5.000000,5.000000,NaN,NaN,NaN,4.571429,3.619048,NaN,5.190476,5.000000,5.166667,5.194444,NaN,NaN,NaN,1.416667,5.000000,NaN,4.083333,5.000000,5.190476,5.428571,NaN,NaN,NaN,2.238095,5.190476,NaN,4.285714,4.809524
20230710145334456.000000,-2.780819,0.459883,1.500000,1.500000,0.693147,0.693147,-1.000000,-2.197225,0.062500,-6.800000,20.000000,6.910000,-241.046559,-236.006535,496.093118,504.754195,3.047619,4.904762,NaN,4.047619,NaN,2.571429,4.190476,NaN,NaN,5.380952,1.000000,4.083333,NaN,1.972222,NaN,1.777778,5.055556,NaN,NaN,4.138889,1.000000,3.333333,NaN,3.285714,NaN,1.714286,5.047619,NaN,NaN,3.142857
20230710145340564.000000,0.847298,0.847298,1.812500,1.812500,0.693147,0.693147,-1.750000,-2.197225,-1.000000,3.200000,6.000000,6.910000,-272.617417,-266.913142,559.234834,567.895912,5.000000,4.190476,NaN,NaN,4.476190,3.809524,2.571429,NaN,3.333333,NaN,5.027778,4.388889,NaN,NaN,4.583333,2.138889,4.944444,NaN,4.250000,NaN,4.809524,5.000000,NaN,NaN,5.619048,1.857143,4.047619,NaN,5.428571,NaN
20230710145424464.000000,1.500000,0.312500,2.250000,2.250000,0.693147,0.693147,0.000000,-2.197225,6.312500,0.175000,4.250000,6.910000,-202.708539,-197.044982,419.417078,428.078155,2.761905,4.000000,NaN,3.047619,NaN,3.619048,4.095238,NaN,3.238095,NaN,2.472222,4.888889,NaN,3.055556,NaN,2.444444,5.333333,NaN,3.777778,NaN,2.809524,5.000000,NaN,3.809524,NaN,2.238095,4.619048,NaN,3.285714,NaN
20230710145434208.000000,0.650125,2.300250,1.312500,1.312500,0.693147,0.693147,-1.750000,-2.197225,-4.000000,5.000000,4.250000,6.910000,-257.438457,-251.769911,528.876913,537.537991,4.666667,4.809524,NaN,3.428571,NaN,4.857143,5.285714,NaN,NaN,5.714286,4.888889,6.000000,NaN,3.750000,NaN,1.972222,5.722222,NaN,NaN,5.861111,5.190476,5.428571,NaN,3.761905,NaN,2.428571,6.000000,NaN,NaN,6.000000
20230710145515272.000000,1.617200,-0.157251,4.000000,4.000000,0.693147,0.693147,-0.687500,-2.197225,0.375000,-3.750000,9.937500,6.910000,-221.440419,-217.259166,456.880839,465.541916,3.000000,3.666667,NaN,3.000000,NaN,3.000000,3.095238,NaN,NaN,3.000000,3.000000,3.000000,NaN,2.833333,NaN,3.000000,3.111111,NaN,NaN,3.166667,3.000000,3.000000,NaN,3.000000,NaN,3.000000,3.000000,NaN,NaN,3.000000
20230710145559312.000000,0.844673,0.054099,4.250000,4.250000,0.693147,0.693147,0.250000,-2.197225,0.062500,1.400000,6.000000,6.910000,-182.050754,-178.538011,378.101508,386.762585,4.761905,4.095238,NaN,NaN,NaN,4.857143,3.714286,NaN,4.428571,4.095238,3.972222,4.805556,NaN,NaN,NaN,3.444444,4.194444,NaN,4.527778,3.972222,3.000000,4.619048,NaN,NaN,NaN,3.000000,4.714286,NaN,4.190476,4.428571
20230710145607860.000000,1.004708,-0.498823,2.750000,2.750000,0.693147,0.693147,-1.000000,-2.197225,-6.500000,2.600000,4.250000,6.910000,-243.568059,-238.067152,501.136117,509.797194,4.380952,4.714286,NaN,4.619048,3.809524,4.571429,5.000000,NaN,NaN,NaN,2.833333,4.972222,NaN,3.944444,4.722222,3.583333,4.333333,NaN,NaN,NaN,3.047619,4.952381,NaN,3.761905,5.238095,3.428571,4.428571,NaN,NaN,NaN
20230710145621184.000000,-0.223358,1.213136,4.000000,4.000000,0.693147,0.693147,-1.250000,-2.197225,5.000000,-1.875000,7.750000,6.910000,-255.998637,-251.743851,525.997273,534.658350,4.190476,3.333333,NaN,NaN,2.571429,3.285714,4.285714,NaN,3.904762,NaN,3.166667,3.500000,NaN,NaN,5.055556,4.138889,3.472222,NaN,3.277778,NaN,3.333333,3.571429,NaN,NaN,4.095238,3.333333,4.571429,NaN,4.000000,NaN
20230710145654424.000000,2.317125,1.764270,4.000000,4.000000,0.693147,0.693147,-1.250000,-2.197225,6.000000,3.800000,9.937500,6.910000,-258.472671,-254.354464,530.945342,539.606419,4.857143,5.000000,NaN,4.523810,NaN,3.523810,4.809524,NaN,5.000000,NaN,5.027778,4.583333,NaN,4.694444,NaN,5.000000,5.055556,NaN,4.194444,NaN,5.190476,4.428571,NaN,5.666667,NaN,4.523810,5.000000,NaN,4.904762,NaN
20230710145700340.000000,-0.261475,-1.792074,-5.187500,-5.187500,0.693147,0.693147,-0.687500,-2.197225,-0.500000,-0.700000,25.250000,6.910000,-257.447159,-252.522193,528.894318,537.555395,2.476190,4.285714,NaN,4.809524,NaN,3.761905,2.714286,NaN,4.047619,NaN,1.861111,5.305556,NaN,4.916667,NaN,2.111111,4.472222,NaN,2.722222,NaN,1.238095,5.476190,NaN,5.095238,NaN,1.190476,5.523810,NaN,2.523810,NaN
20230710145723824.000000,1.377995,0.475599,3.500000,3.500000,0.693147,0.693147,-2.750000,-2.197225,1.250000,-2.500000,12.125000,6.910000,-284.307423,-279.424716,582.614847,591.275924,3.666667,3.190476,NaN,3.857143,NaN,2.333333,4.380952,NaN,NaN,4.714286,3.166667,2.944444,NaN,3.638889,NaN,4.138889,2.805556,NaN,NaN,3.861111,3.809524,2.333333,NaN,4.142857,NaN,4.476190,3.952381,NaN,NaN,1.809524
20230710145726824.000000,3.009417,-1.584707,0.000000,0.000000,0.693147,0.693147,-1.750000,-2.197225,-5.000000,3.500000,3.375000,6.910000,-255.257422,-249.527822,524.514844,533.175921,6.000000,5.238095,NaN,2.619048,5.857143,3.476190,3.476190,NaN,NaN,NaN,5.083333,5.000000,NaN,4.638889,5.944444,2.777778,4.944444,NaN,NaN,NaN,6.000000,5.380952,NaN,5.523810,5.619048,2.238095,5.000000,NaN,NaN,NaN
20230710145744312.000000,1.160468,-0.279844,1.250000,1.250000,0.693147,0.693147,-1.500000,-2.197225,4.750000,2.600000,6.000000,6.910000,-270.440838,-264.706880,554.881675,563.542752,5.523810,4.047619,NaN,NaN,NaN,3.428571,3.523810,NaN,3.285714,4.619048,5.527778,4.666667,NaN,NaN,NaN,2.027778,4.944444,NaN,4.416667,4.638889,4.857143,4.380952,NaN,NaN,NaN,2.238095,5.047619,NaN,4.428571,4.238095
20230710145754396.000000,-0.666705,-0.400009,3.125000,3.125000,0.693147,0.693147,-0.250000,-2.197225,-4.500000,0.800000,4.250000,6.910000,-208.737391,-203.354467,431.474781,440.135858,4.857143,5.000000,NaN,NaN,3.809524,4.857143,4.333333,NaN,4.047619,NaN,2.083333,4.777778,NaN,NaN,4.611111,2.250000,4.972222,NaN,3.388889,NaN,2.000000,5.000000,NaN,NaN,4.428571,3.000000,4.476190,NaN,2.523810,NaN
20230710145759984.000000,2.261797,1.609438,3.000000,3.000000,0.693147,0.693147,-0.875000,-2.197225,-6.000000,8.600000,13.000000,6.910000,-176.829647,-171.967582,367.659294,376.320371,6.000000,6.000000,NaN,NaN,6.000000,5.428571,6.000000,NaN,NaN,5.523810,6.000000,5.750000,NaN,NaN,6.000000,6.000000,6.000000,NaN,NaN,5.027778,6.000000,6.000000,NaN,NaN,5.714286,6.000000,6.000000,NaN,NaN,6.000000
20230710145830472.000000,-3.554010,-0.036007,-4.000000,-4.000000,0.693147,0.693147,-1.250000,-2.197225,4.000000,2.600000,20.000000,6.910000,-256.513339,-251.356668,527.026678,535.687755,3.809524,4.809524,NaN,NaN,NaN,2.571429,5.095238,NaN,3.761905,5.476190,1.611111,4.777778,NaN,NaN,NaN,2.083333,4.833333,NaN,3.638889,4.333333,2.809524,4.714286,NaN,NaN,NaN,1.619048,4.571429,NaN,1.285714,5.000000
20230710145831572.000000,4.327056,-0.754120,2.500000,2.500000,0.693147,0.693147,-2.000000,-2.197225,-6.000000,-1.000000,9.500000,6.910000,-272.340122,-266.879782,558.680244,567.341321,4.285714,3.666667,NaN,NaN,5.047619,2.285714,2.904762,NaN,3.714286,NaN,2.611111,4.583333,NaN,NaN,4.944444,2.916667,2.611111,NaN,3.861111,NaN,3.380952,4.285714,NaN,NaN,5.238095,2.523810,2.571429,NaN,1.476190,NaN
20230710145902960.000000,0.477050,0.846313,-2.500000,-2.500000,0.693147,0.693147,-1.062500,-2.197225,5.750000,1.025000,25.250000,6.910000,-269.584597,-264.650044,553.169194,561.830271,4.380952,5.428571,NaN,3.809524,NaN,3.904762,5.380952,NaN,5.142857,NaN,3.250000,5.666667,NaN,4.222222,NaN,2.027778,5.555556,NaN,5.472222,NaN,1.428571,5.809524,NaN,5.190476,NaN,1.047619,5.666667,NaN,4.142857,NaN
2023071014590651.000000,7.279379,-0.758093,3.000000,3.000000,0.693147,0.693147,-1.750000,-2.197225,-3.000000,-1.125000,9.937500,6.910000,-269.459648,-264.191399,552.919297,561.580374,3.476190,5.142857,NaN,NaN,4.857143,3.571429,4.571429,NaN,NaN,3.000000,3.805556,4.194444,NaN,NaN,4.361111,3.583333,4.305556,NaN,NaN,3.111111,5.523810,4.476190,NaN,NaN,4.619048,2.380952,4.095238,NaN,NaN,3.333333
20230710145941708.000000,0.550042,1.962573,3.500000,3.500000,0.693147,0.693147,-0.125000,-2.197225,-0.062500,-1.600000,4.250000,6.910000,-181.900436,-176.782185,377.800873,386.461950,3.047619,3.571429,NaN,NaN,NaN,3.380952,3.952381,NaN,3.428571,4.238095,2.222222,4.000000,NaN,NaN,NaN,2.638889,4.444444,NaN,3.250000,3.750000,2.571429,4.000000,NaN,NaN,NaN,2.428571,4.000000,NaN,3.142857,4.428571
20230710145949960.000000,0.607673,0.607673,3.375000,3.375000,0.693147,0.693147,-1.250000,-2.197225,4.000000,3.500000,6.000000,6.910000,-241.062012,-235.918521,496.124023,504.785101,4.761905,5.190476,NaN,NaN,5.095238,5.142857,5.476190,NaN,NaN,5.333333,4.583333,5.083333,NaN,NaN,5.472222,5.694444,5.583333,NaN,NaN,5.527778,3.952381,5.238095,NaN,NaN,4.476190,5.619048,5.095238,NaN,NaN,5.523810
20230710150009844.000000,1.163609,1.163609,4.000000,4.000000,0.693147,0.693147,-0.875000,-2.197225,6.000000,3.200000,9.937500,6.910000,-245.478328,-241.327998,504.956655,513.617733,5.047619,5.000000,NaN,NaN,5.523810,6.000000,4.380952,NaN,4.142857,NaN,4.972222,4.750000,NaN,NaN,5.472222,5.250000,4.222222,NaN,4.222222,NaN,4.142857,4.000000,NaN,NaN,5.714286,5.333333,5.095238,NaN,5.714286,NaN
20230710150017708.000000,0.415477,0.415477,0.687500,0.687500,0.693147,0.693147,-0.750000,-2.197225,2.750000,1.625000,7.750000,6.910000,-247.346793,-241.588200,508.693586,517.354663,3.476190,4.285714,NaN,4.809524,4.857143,2.904762,3.571429,NaN,NaN,NaN,2.277778,5.083333,NaN,1.833333,4.305556,2.333333,5.166667,NaN,NaN,NaN,2.476190,5.428571,NaN,4.142857,5.333333,4.190476,5.190476,NaN,NaN,NaN
2023071015011442.000000,1.266238,1.266238,3.687500,3.687500,0.693147,0.693147,-0.500000,-2.197225,7.000000,2.000000,6.000000,6.910000,-200.723013,-195.897636,415.446026,424.107104,5.095238,5.000000,NaN,NaN,5.000000,2.190476,2.857143,NaN,4.380952,NaN,3.277778,5.000000,NaN,NaN,4.694444,2.611111,5.000000,NaN,4.333333,NaN,2.000000,5.000000,NaN,NaN,5.000000,2.190476,5.000000,NaN,4.190476,NaN
20230710150127604.000000,2.397895,1.548421,2.937500,2.937500,0.693147,0.693147,-2.000000,-2.197225,-5.750000,8.900000,9.500000,6.910000,-248.344372,-243.356569,510.688743,519.349821,6.000000,5.857143,NaN,NaN,NaN,6.000000,6.000000,NaN,6.000000,6.000000,5.833333,5.833333,NaN,NaN,NaN,6.000000,6.000000,NaN,6.000000,6.000000,6.000000,6.000000,NaN,NaN,NaN,6.000000,6.000000,NaN,6.000000,6.000000
20230710150128292.000000,3.526102,-1.251450,-4.000000,-4.000000,0.693147,0.693147,-1.250000,-2.197225,-6.000000,-0.100000,30.500000,6.910000,-258.320608,-253.749245,530.641215,539.302293,1.000000,3.380952,NaN,NaN,4.142857,2.428571,1.000000,NaN,5.428571,NaN,1.000000,6.000000,NaN,NaN,4.750000,1.000000,1.000000,NaN,3.055556,NaN,1.000000,6.000000,NaN,NaN,5.666667,1.000000,2.428571,NaN,2.238095,NaN
20230710150204224.000000,3.802683,0.500838,2.500000,2.500000,0.693147,0.693147,-1.000000,-2.197225,-7.125000,-0.100000,2.500000,6.910000,-248.917155,-243.359706,511.834309,520.495386,2.285714,5.000000,NaN,NaN,3.619048,3.761905,2.761905,NaN,3.428571,NaN,2.083333,4.750000,NaN,NaN,3.888889,2.500000,4.944444,NaN,4.500000,NaN,2.142857,3.857143,NaN,NaN,3.761905,2.571429,3.142857,NaN,3.000000,NaN
20230710150222724.000000,3.208498,1.805666,3.500000,3.500000,0.693147,0.693147,-0.500000,-2.197225,6.500000,0.500000,4.250000,6.910000,-188.175485,-183.116641,390.350969,399.012046,2.904762,3.238095,NaN,NaN,4.952381,4.523810,4.476190,NaN,NaN,5.000000,2.361111,4.416667,NaN,NaN,4.944444,4.055556,5.111111,NaN,NaN,5.861111,2.904762,4.666667,NaN,NaN,5.523810,2.238095,4.809524,NaN,NaN,4.476190
2023071015024681.000000,3.856254,0.031247,2.750000,2.750000,0.693147,0.693147,-1.000000,-2.197225,0.125000,-1.900000,6.000000,6.910000,-246.926250,-241.402437,507.852499,516.513577,3.666667,3.523810,NaN,NaN,NaN,2.380952,2.333333,NaN,4.333333,4.428571,2.250000,3.777778,NaN,NaN,NaN,1.833333,4.111111,NaN,3.777778,4.611111,2.047619,3.095238,NaN,NaN,NaN,1.476190,3.857143,NaN,2.857143,4.428571
20230710150306944.000000,-1.963008,0.441783,1.250000,1.250000,0.693147,0.693147,-1.500000,-2.197225,-2.000000,0.500000,6.000000,6.910000,-269.672167,-263.890831,553.344333,562.005410,3.523810,2.619048,NaN,4.000000,NaN,2.380952,3.380952,NaN,3.095238,NaN,2.527778,3.000000,NaN,2.527778,NaN,2.972222,5.333333,NaN,1.944444,NaN,1.571429,4.142857,NaN,5.095238,NaN,3.952381,5.904762,NaN,2.571429,NaN
20230710150329832.000000,0.099497,-0.801006,3.000000,3.000000,0.693147,0.693147,-2.000000,-2.197225,-1.000000,-2.800000,6.000000,6.910000,-278.475408,-273.059345,570.950816,579.611893,3.619048,3.571429,NaN,NaN,2.571429,4.238095,3.095238,NaN,NaN,2.857143,3.416667,3.805556,NaN,NaN,3.333333,2.361111,3.972222,NaN,NaN,3.361111,2.952381,3.761905,NaN,NaN,3.714286,3.190476,3.809524,NaN,NaN,3.380952
20230710150407272.000000,-2.458818,-2.374128,2.750000,2.750000,0.693147,0.693147,-2.000000,-2.197225,-5.750000,2.375000,7.750000,6.910000,-281.319697,-275.893792,576.639394,585.300471,2.047619,3.857143,NaN,NaN,NaN,3.000000,4.142857,NaN,3.857143,4.285714,4.083333,2.805556,NaN,NaN,NaN,3.972222,4.472222,NaN,2.777778,2.583333,4.761905,3.142857,NaN,NaN,NaN,2.095238,4.000000,NaN,3.380952,5.000000
20230710150447720.000000,-0.336472,0.331764,3.000000,3.000000,0.693147,0.693147,-0.500000,-2.197225,-1.250000,-2.250000,7.750000,6.910000,-228.207805,-222.808880,470.415610,479.076687,2.904762,2.476190,NaN,2.333333,NaN,2.285714,3.523810,NaN,4.190476,NaN,2.472222,3.666667,NaN,3.694444,NaN,1.916667,4.416667,NaN,3.888889,NaN,2.238095,3.428571,NaN,2.714286,NaN,2.285714,4.190476,NaN,3.428571,NaN
20230710150459436.000000,1.000000,-0.607673,-5.750000,-5.750000,0.693147,0.693147,-0.312500,-2.197225,6.500000,-0.625000,25.250000,6.910000,-226.242288,-221.373204,466.484576,475.145654,4.476190,4.857143,NaN,NaN,NaN,2.571429,5.047619,NaN,2.619048,3.285714,2.305556,4.750000,NaN,NaN,NaN,1.194444,5.583333,NaN,1.833333,5.027778,2.142857,5.380952,NaN,NaN,NaN,1.095238,5.714286,NaN,1.571429,6.000000
20230710150504196.000000,0.546544,-0.130069,3.500000,3.500000,0.693147,0.693147,-0.500000,-2.197225,-5.000000,0.800000,6.000000,6.910000,-232.393882,-227.315903,478.787765,487.448842,4.095238,4.476190,NaN,NaN,4.095238,4.142857,4.952381,NaN,4.333333,NaN,3.777778,4.861111,NaN,NaN,4.500000,2.472222,4.666667,NaN,3.527778,NaN,2.809524,5.000000,NaN,NaN,3.904762,3.476190,4.857143,NaN,3.476190,NaN
20230710150538836.000000,0.750000,-0.250000,-5.000000,-5.000000,0.693147,0.693147,-0.500000,-2.197225,3.500000,0.800000,25.250000,6.910000,-255.095761,-250.182208,524.191522,532.852599,4.809524,1.142857,NaN,3.809524,NaN,2.904762,3.714286,NaN,4.476190,NaN,2.750000,4.333333,NaN,1.944444,NaN,1.472222,5.694444,NaN,3.888889,NaN,1.857143,4.761905,NaN,2.904762,NaN,1.190476,4.476190,NaN,2.095238,NaN
20230710150618400.000000,0.074199,-0.388701,4.000000,4.000000,0.693147,0.693147,-0.125000,-2.197225,-4.000000,-1.175000,7.750000,6.910000,-208.791794,-204.509682,431.583589,440.244666,2.619048,2.428571,NaN,2.904762,NaN,3.000000,1.523810,NaN,NaN,4.476190,2.305556,4.000000,NaN,3.027778,NaN,2.194444,3.611111,NaN,NaN,4.388889,2.666667,3.476190,NaN,3.666667,NaN,2.619048,3.952381,NaN,NaN,4.666667
20230710150625564.000000,0.214279,0.517849,2.000000,2.000000,0.693147,0.693147,-0.750000,-2.197225,-4.250000,1.700000,6.000000,6.910000,-245.105092,-239.409609,504.210184,512.871261,2.857143,4.000000,NaN,NaN,5.285714,4.142857,5.000000,NaN,3.095238,NaN,3.416667,4.388889,NaN,NaN,4.055556,2.638889,5.361111,NaN,4.277778,NaN,2.809524,4.238095,NaN,NaN,3.714286,3.047619,5.000000,NaN,3.428571,NaN
20230710150649696.000000,0.902396,-0.311003,4.000000,4.000000,0.693147,0.693147,-0.500000,-2.197225,3.000000,1.100000,6.000000,6.910000,-218.288691,-213.960236,450.577383,459.238460,3.857143,4.047619,NaN,NaN,NaN,3.666667,3.809524,NaN,3.476190,4.571429,3.611111,4.666667,NaN,NaN,NaN,2.416667,4.694444,NaN,3.944444,4.361111,3.000000,4.142857,NaN,NaN,NaN,3.142857,4.333333,NaN,4.047619,4.619048
