"numID","posiSelf","posiOther","dEvSelf","dEvOther","aEvSelf","aEvOther","alphaPrec","genLR","repLR","wp0","wAttr","mem","LL","LP","AIC","BIC","eaS1neg","eaS1pos","eaSneg","eaSneu","eaSpos","eaO1neg","eaO1pos","eaOneg","eaOneu","eaOpos","midS1neg","midS1pos","midSneg","midSneu","midSpos","midO1neg","midO1pos","midOneg","midOneu","midOpos","ltS1neg","ltS1pos","ltSneg","ltSneu","ltSpos","ltO1neg","ltO1pos","ltOneg","ltOneu","ltOpos"
20230710144112544.000000,3.494703,0.249117,2.437500,2.437500,0.693147,0.693147,-1.250000,-2.197225,-0.125000,0.800000,4.250000,6.910000,-255.749073,-250.100556,525.498145,534.159222,4.857143,4.333333,NaN,NaN,NaN,3.285714,4.952381,NaN,2.904762,3.714286,3.972222,4.722222,NaN,NaN,NaN,2.472222,3.750000,NaN,2.361111,3.833333,5.333333,4.761905,NaN,NaN,NaN,2.904762,4.619048,NaN,4.190476,4.619048
20230710144153296.000000,0.066691,0.266673,4.000000,4.000000,0.693147,0.693147,-0.500000,-2.197225,4.000000,-1.600000,6.000000,6.910000,-222.423301,-218.107961,458.846602,467.507680,4.571429,4.857143,NaN,NaN,NaN,2.000000,3.571429,NaN,3.904762,3.761905,1.750000,4.083333,NaN,NaN,NaN,2.444444,4.222222,NaN,3.527778,5.138889,1.809524,3.714286,NaN,NaN,NaN,2.666667,4.238095,NaN,3.619048,3.523810
20230710144200344.000000,2.188247,2.825896,3.921875,3.921875,0.693147,0.693147,-0.687500,-2.197225,-7.437500,7.100000,46.250000,6.910000,-220.900993,-218.955149,455.801985,464.463062,4.714286,5.761905,NaN,4.809524,NaN,6.000000,5.000000,NaN,5.142857,NaN,4.555556,5.944444,NaN,5.805556,NaN,4.861111,5.833333,NaN,6.000000,NaN,5.476190,5.904762,NaN,5.714286,NaN,2.666667,6.000000,NaN,5.571429,NaN
20230710144249236.000000,1.514501,1.263051,3.500000,3.500000,0.693147,0.693147,-0.500000,-2.197225,5.187500,3.725000,14.750000,6.910000,-232.402646,-227.680329,478.805292,487.466369,4.714286,4.238095,NaN,5.666667,4.428571,3.904762,3.428571,NaN,NaN,NaN,2.611111,4.611111,NaN,5.472222,5.000000,3.055556,3.638889,NaN,NaN,NaN,2.238095,4.428571,NaN,5.190476,5.333333,2.333333,3.333333,NaN,NaN,NaN
20230710144354560.000000,5.564679,0.156468,-3.296875,-3.296875,0.693147,0.693147,-1.250000,-2.197225,-3.875000,-0.650000,5.562500,6.910000,-261.132255,-255.412930,536.264510,544.925587,4.142857,3.571429,NaN,NaN,NaN,3.857143,5.238095,NaN,4.190476,5.142857,2.111111,5.250000,NaN,NaN,NaN,1.555556,4.333333,NaN,3.500000,4.305556,3.142857,5.428571,NaN,NaN,NaN,2.095238,3.952381,NaN,3.857143,4.809524
20230710144358212.000000,2.614975,1.891980,3.218750,3.218750,0.693147,0.693147,-1.250000,-2.197225,-5.750000,11.150000,16.718750,6.910000,-221.053613,-216.703052,456.107227,464.768304,4.904762,5.571429,NaN,NaN,5.857143,4.285714,5.809524,NaN,NaN,4.190476,5.750000,5.750000,NaN,NaN,4.861111,5.388889,5.944444,NaN,NaN,4.805556,6.000000,6.000000,NaN,NaN,5.000000,5.714286,6.000000,NaN,NaN,5.238095
20230710144419784.000000,8.853128,1.736980,-5.750000,-5.750000,0.693147,0.693147,-0.125000,-2.197225,-4.625000,1.812500,30.500000,6.910000,-195.064956,-190.579133,404.129913,412.790990,5.285714,5.761905,NaN,NaN,6.000000,4.571429,6.000000,NaN,NaN,4.857143,1.972222,5.305556,NaN,NaN,6.000000,1.000000,6.000000,NaN,NaN,5.500000,1.238095,6.000000,NaN,NaN,6.000000,1.000000,6.000000,NaN,NaN,4.952381
202307101444226.000000,-1.410932,0.999548,-5.187500,-5.187500,0.693147,0.693147,-0.875000,-2.197225,5.750000,3.875000,14.750000,6.910000,-242.290861,-236.948310,498.581723,507.242800,2.476190,5.761905,NaN,5.523810,NaN,3.952381,4.476190,NaN,NaN,4.904762,1.583333,4.583333,NaN,3.777778,NaN,1.972222,5.500000,NaN,NaN,4.777778,1.380952,2.476190,NaN,3.333333,NaN,1.428571,4.142857,NaN,NaN,5.952381
2023071014442474.000000,2.146406,0.603668,4.000000,4.000000,0.693147,0.693147,-1.250000,-2.197225,-7.000000,-3.000000,6.000000,6.910000,-258.650127,-254.406715,531.300253,539.961330,3.523810,4.000000,NaN,NaN,NaN,3.000000,3.238095,NaN,3.000000,3.000000,5.000000,4.138889,NaN,NaN,NaN,3.000000,3.555556,NaN,3.000000,3.166667,3.523810,5.523810,NaN,NaN,NaN,3.000000,3.190476,NaN,3.000000,3.000000
20230710144438752.000000,8.564171,1.550446,0.578125,0.578125,0.693147,0.693147,-0.500000,-2.197225,-5.562500,5.075000,33.453125,6.910000,-230.190148,-225.905919,474.380297,483.041374,6.000000,5.904762,NaN,5.142857,NaN,3.523810,5.476190,NaN,NaN,5.476190,5.750000,5.277778,NaN,3.361111,NaN,1.166667,4.888889,NaN,NaN,5.555556,1.095238,6.000000,NaN,2.619048,NaN,1.333333,5.428571,NaN,NaN,5.714286
20230710144504776.000000,2.809581,0.779108,3.500000,3.500000,0.693147,0.693147,-0.500000,-2.197225,5.562500,-0.181250,4.250000,6.910000,-208.058682,-202.980218,430.117364,438.778441,3.571429,4.428571,NaN,5.095238,NaN,3.523810,3.666667,NaN,NaN,4.904762,2.722222,4.611111,NaN,3.722222,NaN,3.194444,4.111111,NaN,NaN,4.638889,3.095238,4.857143,NaN,3.523810,NaN,3.000000,4.238095,NaN,NaN,3.904762
20230710144505448.000000,-0.807923,0.644058,4.000000,4.000000,0.693147,0.693147,-0.750000,-2.197225,0.500000,-0.950000,6.000000,6.910000,-233.530738,-229.186033,481.061477,489.722554,3.000000,4.047619,NaN,2.523810,3.190476,3.000000,3.714286,NaN,NaN,NaN,3.138889,3.527778,NaN,2.583333,3.611111,3.000000,3.861111,NaN,NaN,NaN,3.142857,3.952381,NaN,2.095238,3.809524,3.190476,3.666667,NaN,NaN,NaN
20230710144526536.000000,1.400056,-0.833318,3.218750,3.218750,0.693147,0.693147,-1.812500,-2.197225,-3.218750,4.625000,23.609375,6.910000,-275.258799,-270.764718,564.517597,573.178675,4.523810,1.666667,NaN,3.476190,NaN,4.571429,3.952381,NaN,3.809524,NaN,5.305556,4.750000,NaN,4.666667,NaN,3.472222,3.500000,NaN,3.444444,NaN,4.619048,5.047619,NaN,5.047619,NaN,1.571429,3.333333,NaN,3.190476,NaN
20230710144532216.000000,1.830955,1.830955,3.500000,3.500000,0.693147,0.693147,-1.250000,-2.197225,6.437500,4.062500,8.843750,6.910000,-245.533590,-240.625841,505.067180,513.728258,4.857143,4.714286,NaN,4.571429,NaN,4.809524,4.428571,NaN,4.714286,NaN,4.944444,5.083333,NaN,4.944444,NaN,4.305556,4.944444,NaN,4.722222,NaN,5.523810,4.619048,NaN,4.714286,NaN,5.000000,5.238095,NaN,4.952381,NaN
20230710144539288.000000,6.520153,2.076426,-4.000000,-4.000000,0.693147,0.693147,-0.500000,-2.197225,5.000000,1.250000,23.500000,6.910000,-205.082376,-200.129906,424.164751,432.825828,3.714286,4.047619,NaN,NaN,5.952381,6.000000,5.333333,NaN,NaN,4.761905,1.000000,5.000000,NaN,NaN,5.305556,1.972222,5.194444,NaN,NaN,5.861111,1.476190,4.142857,NaN,NaN,5.952381,1.000000,5.476190,NaN,NaN,6.000000
20230710144558588.000000,1.335001,1.335001,4.000000,4.000000,0.693147,0.693147,-0.500000,-2.197225,7.000000,2.300000,12.125000,6.910000,-228.650942,-224.567740,471.301884,479.962961,4.761905,4.809524,NaN,5.571429,5.000000,5.000000,3.333333,NaN,NaN,NaN,5.250000,4.611111,NaN,5.305556,4.916667,4.472222,4.166667,NaN,NaN,NaN,4.047619,4.428571,NaN,5.000000,5.095238,2.285714,4.904762,NaN,NaN,NaN
2023071014455863.000000,-0.355942,-0.807923,0.500000,0.500000,0.693147,0.693147,0.000000,-2.197225,-6.000000,0.800000,6.000000,6.910000,-208.982082,-203.202953,431.964163,440.625241,2.666667,3.857143,NaN,3.047619,NaN,2.761905,4.190476,NaN,3.428571,NaN,2.166667,4.944444,NaN,2.361111,NaN,1.694444,4.694444,NaN,4.305556,NaN,2.619048,5.428571,NaN,1.952381,NaN,1.380952,5.190476,NaN,3.095238,NaN
