"numID","posiSelf","posiOther","dEvSelf","dEvOther","aEvSelf","aEvOther","alphaPrec","genLR","repLR","wp0","wAttr","mem","lps","LL","LP","AIC","BIC","eaS1neg","eaS1pos","eaSneg","eaSneu","eaSpos","eaO1neg","eaO1pos","eaOneg","eaOneu","eaOpos","midS1neg","midS1pos","midSneg","midSneu","midSpos","midO1neg","midO1pos","midOneg","midOneu","midOpos","ltS1neg","ltS1pos","ltSneg","ltSneu","ltSpos","ltO1neg","ltO1pos","ltOneg","ltOneu","ltOpos"
20230710144025632.000000,0.927987,0.156792,2.000000,1.560000,2.000000,1.560000,-0.040000,-1.557780,-2.120000,0.680000,10.760000,3.900915,-3.271671,-214.607565,-207.963217,451.215130,464.825395,4.666667,4.285714,NaN,5.285714,4.857143,3.285714,4.952381,NaN,NaN,NaN,2.111111,4.833333,NaN,4.388889,5.111111,2.250000,3.444444,NaN,NaN,NaN,2.333333,4.523810,NaN,5.047619,5.142857,2.333333,4.666667,NaN,NaN,NaN
20230710144042544.000000,-2.106491,-2.451656,2.400000,2.400000,2.400000,2.400000,-0.280000,-2.069336,-3.760000,-0.040000,0.400000,5.126144,-1.147714,-179.165928,-173.152357,380.331856,393.942120,2.809524,3.714286,NaN,NaN,3.571429,3.523810,3.476190,NaN,NaN,3.619048,1.972222,3.722222,NaN,NaN,3.888889,3.027778,3.583333,NaN,NaN,4.000000,3.095238,3.523810,NaN,NaN,3.761905,2.000000,3.428571,NaN,NaN,4.571429
20230710144056728.000000,0.259360,1.000000,2.200000,1.800000,2.200000,1.800000,-0.200000,-2.069336,-0.400000,-0.040000,4.600000,2.675687,-1.652286,-240.547161,-233.549560,503.094322,516.704586,2.904762,3.714286,NaN,4.142857,NaN,3.095238,2.904762,NaN,5.238095,NaN,2.166667,4.444444,NaN,2.861111,NaN,3.027778,4.694444,NaN,4.111111,NaN,2.571429,4.095238,NaN,1.857143,NaN,2.333333,4.619048,NaN,4.095238,NaN
20230710144112544.000000,1.534589,-0.069178,1.800000,1.400000,1.800000,1.400000,-0.440000,-6.673339,0.400000,0.680000,4.600000,2.267277,-2.094334,-251.155813,-243.963882,524.311625,537.921889,4.857143,4.333333,NaN,NaN,NaN,3.285714,4.952381,NaN,2.904762,3.714286,3.972222,4.722222,NaN,NaN,NaN,2.472222,3.750000,NaN,2.361111,3.833333,5.333333,4.761905,NaN,NaN,NaN,2.904762,4.619048,NaN,4.190476,4.619048
20230710144153296.000000,1.901401,-0.941341,0.200000,2.120000,0.200000,2.120000,-0.400000,-1.046224,-1.240000,1.400000,6.000000,5.126144,-1.800000,-219.567311,-212.466399,461.134623,474.744887,4.571429,4.857143,NaN,NaN,NaN,2.000000,3.571429,NaN,3.904762,3.761905,1.750000,4.083333,NaN,NaN,NaN,2.444444,4.222222,NaN,3.527778,5.138889,1.809524,3.714286,NaN,NaN,NaN,2.666667,4.238095,NaN,3.619048,3.523810
20230710144200344.000000,1.550597,4.305243,0.000000,0.000000,0.000000,0.000000,-0.360000,-0.918335,1.000000,3.080000,45.200000,0.225229,-1.777336,-231.673660,-226.674489,485.347320,498.957584,4.714286,5.761905,NaN,4.809524,NaN,6.000000,5.000000,NaN,5.142857,NaN,4.555556,5.944444,NaN,5.805556,NaN,4.861111,5.833333,NaN,6.000000,NaN,5.476190,5.904762,NaN,5.714286,NaN,2.666667,6.000000,NaN,5.571429,NaN
20230710144249236.000000,1.011601,1.413921,2.200000,2.000000,2.200000,2.000000,-0.440000,-7.057006,6.480000,0.440000,7.400000,3.084096,-3.735289,-229.504757,-223.253283,481.009514,494.619778,4.714286,4.238095,NaN,5.666667,4.428571,3.904762,3.428571,NaN,NaN,NaN,2.611111,4.611111,NaN,5.472222,5.000000,3.055556,3.638889,NaN,NaN,NaN,2.238095,4.428571,NaN,5.190476,5.333333,2.333333,3.333333,NaN,NaN,NaN
20230710144354560.000000,2.967984,-0.299768,0.200000,0.680000,0.200000,0.680000,-0.200000,-0.278890,3.760000,1.112000,3.480000,2.267277,-0.643141,-257.003297,-251.311340,536.006594,549.616858,4.142857,3.571429,NaN,NaN,NaN,3.857143,5.238095,NaN,4.190476,5.142857,2.111111,5.250000,NaN,NaN,NaN,1.555556,4.333333,NaN,3.500000,4.305556,3.142857,5.428571,NaN,NaN,NaN,2.095238,3.952381,NaN,3.857143,4.809524
20230710144358212.000000,1.699181,7.020425,0.000000,2.400000,0.000000,2.400000,0.200000,-8.208007,-7.160000,11.240000,22.800000,3.900915,-0.579523,-216.283300,-212.317511,454.566600,468.176864,4.904762,5.571429,NaN,NaN,5.857143,4.285714,5.809524,NaN,NaN,4.190476,5.750000,5.750000,NaN,NaN,4.861111,5.388889,5.944444,NaN,NaN,4.805556,6.000000,6.000000,NaN,NaN,5.000000,5.714286,6.000000,NaN,NaN,5.238095
20230710144419784.000000,6.970086,3.204001,0.200000,0.000000,0.200000,0.000000,0.400000,-1.557780,-4.440000,-3.448000,22.800000,0.225229,-2.471671,-97.739424,-91.257809,217.478849,231.089113,5.285714,5.761905,NaN,NaN,6.000000,4.571429,6.000000,NaN,NaN,4.857143,1.972222,5.305556,NaN,NaN,6.000000,1.000000,6.000000,NaN,NaN,5.500000,1.238095,6.000000,NaN,NaN,6.000000,1.000000,6.000000,NaN,NaN,4.952381
202307101444226.000000,-0.234368,0.828159,0.400000,0.680000,0.400000,0.680000,-0.200000,-1.557780,5.120000,1.352000,7.400000,2.267277,-1.652286,-242.839885,-235.741493,507.679770,521.290035,2.476190,5.761905,NaN,5.523810,NaN,3.952381,4.476190,NaN,NaN,4.904762,1.583333,4.583333,NaN,3.777778,NaN,1.972222,5.500000,NaN,NaN,4.777778,1.380952,2.476190,NaN,3.333333,NaN,1.428571,4.142857,NaN,NaN,5.952381
2023071014442474.000000,-0.623378,-1.840911,-0.200000,3.080000,-0.200000,3.080000,-0.120000,-0.790446,-2.400000,-0.040000,2.360000,11.252288,-1.904573,-167.557774,-160.778994,357.115548,370.725812,3.523810,4.000000,NaN,NaN,NaN,3.000000,3.238095,NaN,3.000000,3.000000,5.000000,4.138889,NaN,NaN,NaN,3.000000,3.555556,NaN,3.000000,3.166667,3.523810,5.523810,NaN,NaN,NaN,3.000000,3.190476,NaN,3.000000,3.000000
20230710144438752.000000,0.632285,-1.944095,2.400000,0.000000,2.400000,0.000000,-0.200000,-0.918335,-1.560000,3.896000,7.400000,1.450458,-1.840955,-208.163039,-201.153415,438.326079,451.936343,6.000000,5.904762,NaN,5.142857,NaN,3.523810,5.476190,NaN,NaN,5.476190,5.750000,5.277778,NaN,3.361111,NaN,1.166667,4.888889,NaN,NaN,5.555556,1.095238,6.000000,NaN,2.619048,NaN,1.333333,5.428571,NaN,NaN,5.714286
20230710144504776.000000,2.454020,1.000000,1.400000,1.600000,1.400000,1.600000,-0.400000,-6.161783,0.040000,-1.688000,6.000000,10.435469,-2.913718,-189.754354,-182.841121,401.508708,415.118972,3.571429,4.428571,NaN,5.095238,NaN,3.523810,3.666667,NaN,NaN,4.904762,2.722222,4.611111,NaN,3.722222,NaN,3.194444,4.111111,NaN,NaN,4.638889,3.095238,4.857143,NaN,3.523810,NaN,3.000000,4.238095,NaN,NaN,3.904762
20230710144505448.000000,0.204514,0.966099,1.800000,2.360000,1.800000,2.360000,-0.400000,-3.092447,-2.400000,-0.984000,3.480000,9.210240,-3.420477,-190.015245,-183.474446,402.030490,415.640754,3.000000,4.047619,NaN,2.523810,3.190476,3.000000,3.714286,NaN,NaN,NaN,3.138889,3.527778,NaN,2.583333,3.611111,3.000000,3.861111,NaN,NaN,NaN,3.142857,3.952381,NaN,2.095238,3.809524,3.190476,3.666667,NaN,NaN,NaN
20230710144526536.000000,1.048047,0.082682,0.680000,1.400000,0.680000,1.400000,-1.880000,-1.302002,-2.400000,0.920000,6.000000,3.084096,-2.156859,-281.746659,-274.483847,585.493318,599.103582,4.523810,1.666667,NaN,3.476190,NaN,4.571429,3.952381,NaN,3.809524,NaN,5.305556,4.750000,NaN,4.666667,NaN,3.472222,3.500000,NaN,3.444444,NaN,4.619048,5.047619,NaN,5.047619,NaN,1.571429,3.333333,NaN,3.190476,NaN
20230710144532216.000000,1.717717,1.642224,3.760000,3.760000,3.760000,3.760000,-0.200000,-4.115559,-1.400000,-0.040000,6.000000,9.210240,-1.652286,-174.786413,-169.763828,371.572826,385.183090,4.857143,4.714286,NaN,4.571429,NaN,4.809524,4.428571,NaN,4.714286,NaN,4.944444,5.083333,NaN,4.944444,NaN,4.305556,4.944444,NaN,4.722222,NaN,5.523810,4.619048,NaN,4.714286,NaN,5.000000,5.238095,NaN,4.952381,NaN
20230710144539288.000000,5.563043,1.734601,0.400000,0.800000,0.400000,0.800000,0.440000,-1.557780,4.440000,1.160000,15.800000,2.267277,-2.409146,-195.426118,-188.538858,412.852237,426.462501,3.714286,4.047619,NaN,NaN,5.952381,6.000000,5.333333,NaN,NaN,4.761905,1.000000,5.000000,NaN,NaN,5.305556,1.972222,5.194444,NaN,NaN,5.861111,1.476190,4.142857,NaN,NaN,5.952381,1.000000,5.476190,NaN,NaN,6.000000
20230710144558588.000000,0.868001,1.988801,3.760000,3.080000,3.760000,3.080000,-0.400000,-2.580892,0.280000,1.160000,3.480000,9.210240,-1.505666,-189.553983,-183.984768,401.107966,414.718230,4.761905,4.809524,NaN,5.571429,5.000000,5.000000,3.333333,NaN,NaN,NaN,5.250000,4.611111,NaN,5.305556,4.916667,4.472222,4.166667,NaN,NaN,NaN,4.047619,4.428571,NaN,5.000000,5.095238,2.285714,4.904762,NaN,NaN,NaN
2023071014455863.000000,1.718655,-3.339014,0.800000,0.120000,0.800000,0.120000,0.280000,-0.918335,-3.760000,-1.240000,2.360000,2.675687,-1.211332,-196.176350,-189.476569,414.352699,427.962963,2.666667,3.857143,NaN,3.047619,NaN,2.761905,4.190476,NaN,3.428571,NaN,2.166667,4.944444,NaN,2.361111,NaN,1.694444,4.694444,NaN,4.305556,NaN,2.619048,5.428571,NaN,1.952381,NaN,1.380952,5.190476,NaN,3.095238,NaN
20230710144635556.000000,1.493925,4.087607,2.840000,0.800000,2.840000,0.800000,0.680000,-4.115559,-0.040000,1.016000,2.360000,10.435469,-0.789761,-190.597352,-184.994270,403.194704,416.804968,3.714286,4.809524,NaN,5.190476,5.285714,3.285714,5.000000,NaN,NaN,NaN,4.333333,4.861111,NaN,5.361111,5.416667,2.333333,4.833333,NaN,NaN,NaN,4.714286,5.000000,NaN,4.000000,5.238095,4.142857,5.000000,NaN,NaN,NaN
2023071014465075.000000,1.800930,2.967984,2.960000,0.120000,2.960000,0.120000,-0.600000,-2.325114,-2.080000,3.608000,6.840000,3.084096,-0.622664,-244.541467,-239.339806,511.082933,524.693197,4.904762,5.238095,NaN,4.666667,6.000000,3.761905,2.857143,NaN,NaN,NaN,5.194444,5.000000,NaN,3.777778,5.888889,2.166667,3.250000,NaN,NaN,NaN,5.380952,5.428571,NaN,2.857143,4.523810,1.952381,4.095238,NaN,NaN,NaN
2023071014465139.000000,0.609281,-2.206961,3.080000,2.600000,3.080000,2.600000,-2.000000,-4.755004,-5.120000,3.080000,2.360000,5.942963,-3.166005,-265.147767,-258.931644,552.295534,565.905798,4.666667,4.238095,NaN,5.238095,NaN,5.047619,4.380952,NaN,3.714286,NaN,4.500000,4.555556,NaN,4.972222,NaN,2.833333,5.444444,NaN,4.583333,NaN,2.952381,5.333333,NaN,4.857143,NaN,1.666667,4.619048,NaN,2.809524,NaN
20230710144716160.000000,-1.940976,-0.540511,0.400000,0.600000,0.400000,0.600000,-0.120000,4.836669,4.440000,-1.240000,27.560000,0.225229,-2.051193,-196.341517,-190.030241,414.683035,428.293299,1.857143,5.428571,NaN,5.047619,4.952381,3.238095,4.238095,NaN,NaN,NaN,2.111111,5.694444,NaN,2.861111,5.416667,1.083333,6.000000,NaN,NaN,NaN,1.000000,5.666667,NaN,2.666667,5.380952,1.000000,5.571429,NaN,NaN,NaN
20230710144735792.000000,2.219766,1.731923,2.640000,2.400000,2.640000,2.400000,0.680000,-1.557780,1.080000,-0.040000,4.880000,9.210240,-0.895427,-211.224128,-205.424624,444.448257,458.058521,4.142857,3.904762,NaN,4.428571,NaN,5.095238,4.333333,NaN,NaN,5.238095,3.027778,3.888889,NaN,4.666667,NaN,4.861111,3.694444,NaN,NaN,5.305556,3.000000,3.809524,NaN,4.809524,NaN,3.095238,4.190476,NaN,NaN,5.619048
20230710144747968.000000,0.388150,0.156792,3.480000,1.160000,3.480000,1.160000,-0.400000,-6.673339,5.760000,2.840000,6.000000,3.084096,-1.904573,-197.644688,-191.198484,417.289375,430.899640,4.761905,5.142857,NaN,NaN,5.047619,3.285714,5.666667,NaN,NaN,4.285714,4.250000,5.888889,NaN,NaN,5.083333,2.888889,5.805556,NaN,NaN,4.944444,4.190476,4.952381,NaN,NaN,5.523810,2.857143,6.000000,NaN,NaN,4.761905
20230710144800864.000000,-0.952027,1.288174,0.440000,0.680000,0.440000,0.680000,-0.200000,7.620336,-1.880000,-1.368000,3.480000,8.801831,-1.147714,-227.982287,-221.429846,477.964573,491.574837,3.809524,2.714286,NaN,3.476190,5.190476,5.000000,3.428571,NaN,NaN,NaN,2.444444,3.416667,NaN,4.027778,4.833333,2.833333,4.194444,NaN,NaN,NaN,2.095238,2.809524,NaN,2.809524,5.238095,1.380952,4.761905,NaN,NaN,NaN
20230710144803116.000000,2.019685,0.003937,0.800000,1.000000,0.800000,1.000000,1.000000,-5.138671,1.000000,-0.248000,6.000000,7.168192,-0.159045,-252.690877,-248.550671,527.381754,540.992018,5.285714,2.000000,NaN,5.000000,NaN,2.857143,3.714286,NaN,5.190476,NaN,4.000000,4.500000,NaN,4.611111,NaN,1.361111,2.611111,NaN,5.305556,NaN,2.000000,4.619048,NaN,4.904762,NaN,2.000000,3.428571,NaN,5.000000,NaN
20230710144806472.000000,-2.413412,0.146647,2.000000,1.800000,2.000000,1.800000,-0.960000,8.066560,0.400000,-0.040000,3.480000,5.126144,-1.843141,-246.612818,-239.584421,515.225637,528.835901,3.238095,4.619048,NaN,3.000000,NaN,4.285714,3.952381,NaN,3.523810,NaN,2.444444,4.861111,NaN,2.916667,NaN,3.333333,3.944444,NaN,3.583333,NaN,1.714286,4.380952,NaN,3.809524,NaN,3.142857,4.047619,NaN,3.714286,NaN
20230710144836704.000000,-1.176380,3.650920,0.120000,-0.200000,0.120000,-0.200000,-0.440000,-1.557780,-4.440000,-0.920000,1.520000,3.084096,-4.218291,-161.207663,-155.103308,344.415325,358.025590,2.333333,3.380952,NaN,3.952381,NaN,2.904762,5.000000,NaN,NaN,4.380952,1.027778,4.055556,NaN,3.055556,NaN,1.111111,5.861111,NaN,NaN,4.805556,1.000000,5.285714,NaN,3.285714,NaN,1.142857,6.000000,NaN,NaN,5.761905
20230710144904880.000000,0.152249,-0.491350,0.920000,0.680000,0.920000,0.680000,0.280000,-3.604003,-4.280000,0.440000,2.360000,5.534554,-0.369284,-243.939724,-239.076266,509.879449,523.489713,3.809524,5.142857,NaN,NaN,3.904762,4.285714,4.047619,NaN,NaN,4.761905,1.388889,4.638889,NaN,NaN,4.166667,3.805556,4.194444,NaN,NaN,3.638889,2.666667,4.000000,NaN,NaN,4.809524,3.142857,4.666667,NaN,NaN,4.095238
20230710144919216.000000,1.282875,0.752192,3.200000,2.400000,3.200000,2.400000,0.200000,-2.197225,1.400000,-0.520000,3.480000,9.210240,-1.904573,-174.270112,-167.683046,370.540223,384.150488,3.142857,3.000000,NaN,NaN,NaN,4.380952,3.809524,NaN,3.714286,3.952381,3.361111,3.750000,NaN,NaN,NaN,3.305556,4.000000,NaN,4.027778,4.138889,2.904762,3.380952,NaN,NaN,NaN,3.000000,3.809524,NaN,4.142857,3.047619
20230710144944904.000000,-1.000000,0.152644,1.880000,2.200000,1.880000,2.200000,-0.400000,-3.604003,-2.080000,1.640000,4.600000,7.576602,-0.159045,-259.145083,-255.160085,540.290167,553.900431,3.285714,3.904762,NaN,NaN,3.666667,4.142857,3.904762,NaN,3.428571,NaN,3.472222,3.416667,NaN,NaN,2.750000,3.666667,4.222222,NaN,3.805556,NaN,2.619048,4.428571,NaN,NaN,4.047619,2.476190,4.809524,NaN,4.000000,NaN
