"numID","posiSelf","posiOther","dEvSelf","dEvOther","aEvSelf","aEvOther","alphaPrec","genLR","repLR","wp0","wAttr","mem","LL"
1.000000,1.098612,0.000000,0.000000,0.000000,0.693147,0.693147,1.609438,-2.197225,0.000000,0.000000,6.000000,8.516993,-82.157867
2.000000,0.000000,-0.847298,0.000000,0.000000,0.693147,0.693147,0.916291,-2.197225,0.000000,0.000000,6.000000,8.516993,-128.751096
